id,raw_context,entity
3301,"从小数点后某一位开始依次不断地重复出现前一个或一节数字的十进制无限小数,叫做循环小数。","无限小数,循环小数,数字的,十进制,小数点"
3302,"个数的小数部分从某一位起,一个或几个数字依次重复出现的无限小数叫循环小数。","无限小数,循环小数,小数"
3303,而整数和分数统称有理数，小数分为有限小数，无限循环小数，无限不循环小数（即无理数），其中有限小数和无限循环小数均能化为分数，所以小数即为分数和无理数的集合，加上整数，即为整数-分数-无理数，也就是有理数-无理数，即实数。,"有限小数,循环小数,无理数,有理数,分数,集合,整数,实数,小数,无限"
3304,"在数的十进制小数表示系统中,有理数就是可表示为有限小数或无限循环小数的数。","有限小数,循环小数,十进制,有理数,小数,无限"
3305,（一个锐角为30°的直角三角形）（等腰直角三角形）。,"等腰直角三角形,直角三角形,锐角"
3306,"在直角三角形中,如果一个锐角等于30度那么它所对的直角边等于斜边的一半。","直角三角形,直角边,斜边,锐角"
3307,含义：一般地，直角三角形中，除直角外，共有五个元素，即3条边和2个锐角，由直角三角形中除直角外的已知元素，求出未知元素的过程，叫做解直角三角形 。,"直角三角形,元素,锐角,直角"
3308,"在直角三角形中,如果一个锐角等于30度,那么它所对的直角边等于斜边的一半。","直角三角形,直角边,斜边,锐角"
3309,"三角形按角的大小可以分为锐角三角形,直角三角形和钝角三角形,锐角和钝角三角形又称为斜三角形。","钝角三角形,锐角三角形,直角三角形,斜三角形,三角形,锐角"
3310,"直角三角形的性质:在直角三角形中,如果一个锐角等于30度,那么它所对的直角边等于斜边的一半。","直角三角形,直角边,斜边,锐角"
3311,"在直角三角形中,如果有一条直角边等于斜边的一半,那么这条直角边所对的锐角等于30度。","直角三角形,直角边,斜边,锐角"
3312,18推论1直角三角形的两个锐角互余。,"直角三角形,锐角"
3313,一个锐角的正切tan、余切cot、正弦sin(e)、余弦cos，这些三角比的数值，是这个锐角本身自己的“属性”，和这个角是否在直角三角形中无关。,"直角三角形,三角比,正切,锐角,余弦,余切,正弦"
3314,有一个锐角是45°的直角三角形是等腰直角三角形。,"等腰直角三角形,直角三角形,锐角"
3315,初中学习的锐角三角函数值的定义方法是在直角三角形中定义的，所以在初中阶段求锐角的三角函数值，都是通过构造直角三角形来完成的，即把这个角放到某个直角三角形中。,"直角三角形,三角函数,锐角"
3316,2、在直角三角形中，两个锐角互余。,"直角三角形,锐角"
3317,在直角三角形中，如果有一条直角边等于斜边的一半，那么这条直角边所对的锐角等于30°。,"直角三角形,直角边,斜边,锐角"
3318,两个锐角互为余角(两角相加等于90度)的三角形是直角三角形。,"直角三角形,互为余角,三角形,锐角"
3319,37在直角三角形中，如果一个锐角等于30°那么它所对的直角边等于斜边的一半。,"直角三角形,直角边,斜边,锐角"
3320,判定4：两个锐角互为余角（两角相加等于90°）的三角形是直角三角形。,"直角三角形,互为余角,三角形,锐角"
3321,"在直角三角形中,除直角外,还有5个元素,即三条边和两个锐角,由直角三角形中除直角外的已知两元素(其中至少有一条边),求出其他所有位置元素的过程,叫做解直角三角形。","直角三角形,元素,锐角,直角"
3322,"在直角三角形中,两个锐角互余。","直角三角形,锐角"
3323,直角三角形中，除直角外，共有五个元素，即3条边和2个锐角，由直角三角形中除直角外的已知元素，求出未知元素的过程，叫做解直角三角形。,"直角三角形,元素,锐角,直角"
3324,"在直角三角形中,如果有一个锐角等于30度,那么它所对的直角边等于斜边的一半。","直角三角形,直角边,斜边,锐角"
3325,6、在直角三角形中，如果有一个锐角等于30°，那么它所对的直角边等于斜边的一半。,"直角三角形,直角边,斜边,锐角"
3326,推论1直角三角形的两个锐角互余。,"直角三角形,锐角"
3327,定义锐角三角函数时，是指含此锐角的直角三角形中任意两边的比。,"直角三角形,三角函数,定义,锐角"
3328,直角三角形的两个锐角互余。,"直角三角形,锐角"
3329,因此，任何一个二元一次方程都有无数多个解，由这些解组成的集合，叫做这个二元一次方程的解集。,"二元一次方程,集合,解集"
3330,"换元法,解方程组的一种重要方法。","换元法,方程组"
3331,有时在解方程时，可以选择方程中的相同的部分换成另一个未知数，达到降次的目的，然后进行新方程求新未知数，最后再转换回来求原未知数，这种方法叫做换元法。,"换元法,未知数,方程"
3332,"则二次函数的对称轴为直线x=-b/2a,顶点横坐标为-b/2a,顶点纵坐标为(4ac-b^2)/4a。","二次函数,对称轴,横坐标,纵坐标,顶点,直线"
3333,奇数与素数是两个不同的概念，奇数可能是素数，也可能不是素数。,"奇数,素数"
3334,三素数定理：每一个奇数都能表示成为三个素数的和。,"奇数,素数"
3335,例如3是奇数，是素数。,"奇数,素数"
3336,9是奇数，但不是素数。,"奇数,素数"
3337,必然事件记作Ω，样本空间Ω也是其自身的一个子集，Ω也是一个“随机”事件，每次试验中必定有Ω中的一个样本点出现，必然发生。,"必然事件,样本空间,子集,事件,样本"
3338,样本空间Ω包含所有的样本点，它是Ω自身的子集，在每次的试验中它总是发生，称为必然事件，必然事件仍记为Ω，空集∮不包含任何样本点，它也作为样本空间Ω的子集。,"必然事件,样本空间,子集,样本,空集"
3339,（2）图中竖线部分表示概率为1的事件，它与随机事件有非空交集，但不是随机事件的子集，而必然事件是它的真子集。,"必然事件,真子集,子集,事件,概率,交集"
3340,"分式方程的解法,去分母(方程两边同时乘以最简公分母,将分式方程化为整式方程),按解整式方程的步骤求出未知数的值,验根。","最简公分母,分式方程,整式方程,未知数,方程,乘以,分母"
3341,"整式方程的解法:去分母,方程两边同时乘以最简公分母。","最简公分母,整式方程,方程,乘以,分母"
3342,"解分式方程时,去分母后所得整式方程的解有可能使原方程中分母为零,因此要将整式方程的解代入最简公分母,如果最简公分母的值不为零,则是方程的解。","最简公分母,分式方程,整式方程,方程,分母"
3343,"増根是分式方程去分母后化成的整式方程的根,但不是原分式方程的根。","分式方程,整式方程,分母"
3344,"整式方程的解法:去分母,去括号,移项,合并同类项,系数化为1。","合并同类项,整式方程,系数,分母,移项"
3345,"解分式方程的基本思路是将分式方程化为整式方程,具体做法是“去分母”,即方程两边同乘最简公分母,这也是解分式方程的一般思路和做法。","最简公分母,分式方程,整式方程,方程,分母"
3346,"分式方程的解法步骤:通过去分母将分式方程转化为整式方程,解整式方程,将整式方程的根代入分式方程(或公分母)中检验。","分式方程,整式方程,公分母,分母"
3347,"解分式方程的基本思路是将分式方程化为整式方程,具体做法是“去分母”,即方程两边同乘最简公分母。","最简公分母,分式方程,整式方程,方程,分母"
3348,（2）増根是分式方程去分母后化成的整式方程的根，但不是原分式方程的根。,"分式方程,整式方程,分母"
3349,一般的，解分式方程时，去分母后所得整式方程的解有可能使原方程中分母为零，因此要将整式方程的解代入最简公分母，如果最简公分母的值不为零，则是方程的解。,"最简公分母,分式方程,整式方程,方程,分母"
3350,"分式方程解题注意点:注意去分母时,不要漏乘整式项。","分式方程,分母,整式"
3351,"増根是分式方程去分母后化成的整式方程的根,但不是原分式方程的根。","分式方程,整式方程,分母"
3352,増根使最简公分母等于0。,最简公分母
3353,"解分式方程,可以通过方程两边同乘以方程中各分式的最简公分母,约去分母,转化为整式方程来解。","最简公分母,分式方程,整式方程,分式,方程,乘以,分母"
3354,解分式方程的基本思路是将分式方程化为整式方程，具体做法是“去分母”，即方程两边同乘最简公分母，这也是解分式方程的一般思路和做法。,"最简公分母,分式方程,整式方程,方程,分母"
3355,"一般的,解分式方程时,去分母后所得整式方程的解有可能使原方程中分母为零,因此要将整式方程的解代入最简公分母,如果最简公分母的值不为零,则是方程的解。","最简公分母,分式方程,整式方程,方程,分母"
